ratings,reviews
3,Much harder to work than an android. None of the wallpaper apps I downloaded from the kindle store work on the device. many of the other apps look cheap on the display. other wise it is prettier and more responsive than the cheaper $49 tablet. They make it look like an android tablet but it is not. no google play. Everything is just harder to work than on a regular android BUT for a tablet under $100 it exceeds expectations. It is more responsive than other models of fire
5,Kindle Fire is a dream. Larger screen easy to read
5,I HAVE BEEN WITH AMAZON PRIME FOR 2 YEARS AND THIS NEW FIRE HD MAKES IT WORTH IT. i WATCH MOVIES WHEN I FLY BECAUSE I CAN DOWNLOAD THEM. THE BATTERY LAST FOR DAYS. I USE IT EVERYDAY NOW.
4,"Well worth the 80 bucks, especially if you are an Amazon Prime member. You can download and watch anything on there for free, including movies and magazines. The screen is a bit on the darker side, but the battery life is great. I have both an IPAD and this, and I use both. Great when you are waiting for your IPAD to recharge..."
5,"Reading is easy, can make font as large as you need"
4,Improved over the HD 7. Things set up differently but not hard to learn. Also a bit heavier than the 7 so reading in bed a little harder
5,"Not to much to complain about. for less than 100 dollars you get an 8in tablet that has pretty good specs; expandable storage, long battery life, great speakers, fast processor, decent cameras and hi def screen. easy to use and well built tablet....The only knock is the included adds but, after using it for awhile you barely notice it."
4,I've purchased a number of Kindle Fire products for family over the past several years and continue to use them. Easy to use for even my youngest Grandchildren or my 87 year old Mother-In-Law which they use as a reader and for games. An overall good value.
5,This is the fastest booting tablet I have come across. The speed at which I can access sites is really amazing.
5,"I went into bestbuy to purchase a replacement after mine died. I loved my kindle, and decided to get 2-in-1 with the fire. It is perfect for my needs."
3,"I had fire hdx 8 and loved it, unfortunately got damaged and could not replace. I purchased the fire HD 8 and exchanged n pay difference for fire HD 10. The 8 did not have a lot of options I was used to. :("
5,great product at a great price.i like the builtin filter which is easy on youreyes.probably the best reader under 100 dollars.
5,Very good product. Super quality and the Best Buy store rep explained me about the product
5,This is my third Kindle Fire and it improves each time. Colors are crisper and best of all it stays charged a lot longer.
5,"I bought this for my sister, who already had the Kindle 7. For the price the 8 is better. First the obvious. a inch more screen does make a difference and the HD makes reading and streaming alot clearer. Being able to add more storage with a micro SD card is a huge plus as well. This device includes a camera! And last at under 100.00 makes this a huge value for a great tablet."
5,Excellent. Just as good as iPad with a fraction of the price.
3,"The Amazon Fire HD8 (2016 model) is a great tablet for the price; however, the Fire OS offers limited abilities to the user. Personally, I wish there were ways to mirror the screen to a tv without having to purchase a Fire TV streaming stick. Also, the inability to use the google play store is a major set back. If it weren't for those two complaint, I'd give this tablet 4 stars."
5,I really love the new shape and size of the kindle HD. My daughter uses it and can control it great.
5,"I'm loving this new fire, mainly because I didn't fork out a couple hundred for it. My only beef is that magazines are formatted for the demensions of an iPad so don't look great on this"
5,Love my tablet easy to work and have no problem with down loads.and lite weight.
4,"Works okay as a tablet and especially to access Amazon.No good as a general tablet as there are no Google apps available, such as Chrome, gmail, etc."
5,I love this Kindle. I love the fact that you can use an SD card for more storage. Great job
5,The device is priced just right to give as a gift for an 8 year old
5,We have had a hard time with tablets and our 8 year old who has been down loading apps since she was around 3-4 years of age so far this tablet has survived everything except the constant draining of battery when used by her .
4,"I believe it depends on how you want to use it. I bought this for my young kids and they are loving it. They can do basic stuff like surf the internet, watch youtube and play some games. The only complaint that I have is that sometimes it does not charge, even if you have have it connected for the whole night. You just have to restart the pad so that it can charge, but that is the only glitch."
4,"Works well. I really like the bigger screen (up from the 7""). Easier to read, just as easier to use if not better."
5,"This tablet is great for anyone who uses this for the basics.Load times can be a bit slow for browsing the web or streaming videos, but once it's loaded, it plays without buffering as long as you got internet speeds that are good enough. This tablet is a good size and great for pictures, downloaded videos and music. For its price, it makes a pretty good gift for someone wanting their first tablet."
5,"Bought one for the kids to use while we travel, lots of good free games. Installed VLC media player from the app store and filled up the SD drive with movies. Now they are nice and quite for hours on end.Battery life is awesome!"
5,Can't beat the value on this. 5 stars even though it has less apps than the play store.
4,"I bought my Fire HD8 as an alternative to carrying around my laptop and having to buy many textbooks for college. The fact that I saved well over $150 on one of the 5 books I had to get this semester was a godsend. Most all undergraduate courses I have seen are offered in eBook form for Kindle. If you do not care about having the constant ability of being on the internet without WiFi or other hotspot, it's a great resource. Pros:Price for this was still less than the money saved for my Biology Book.A lot less weight that 5 college textbooks.So far all books I need for college are available as eBooks through Amazon.A single charge can make it through an 8 hour school day.Cons:If you want/need a network connection, you have to use your phone as a hotspot or connect to another WiFi network. Bottom line, I wanted a cheaper alternative to having to lug over $750 in books around. I came out at well under $500 considering I bought this."
4,My only disappointment is the inability to download some of the apps I use in my phone.
5,I had the previous model which was fine for reading but a little slow for other things. The extra .5 RAM makes a difference. Very happy and if you're a Prime member there are lots of freebies!
4,"I like this tablet. It has everything you want. However the apps within it need to be updated more often. If this happened than it would be top above an iPad mini. For now, it gives me enough of what I need and in HD. For $89 it was a good deal."
4,"Great inexpensive tablet for everyday use. It's not powerful enough for super graphical games but it's great for basic apps like surfing the web, emails, news, etc. Amazon has ""underground"" apps which is totally free (including in-app purchases). Only downside with those is that you sometimes see a full screen ads in them (usually products that's on your Amazon wishlist). All-in-all, it's a great tablet that you don't have to worry about if you break it."
4,Great price of 89 dollars on a great tablet. It is very fast at everything accept game play. For example it plays asphalt 8 and the game is just barely playable. The graphics struggle on this tablet with higher graphic games. Also it is a Amazon tablet with no Google play store but you can load Google play on to it. There are great you tube videos on how to put Google play on a amazon tablet. The screen is good as long as the sun isn't hitting it. The stereo speakers sound great and loud. All in all I really liked the tablet for the price but I really like to play games with good graphic quality. So that being said I did return this tablet and ordered the Nvidia Shield 8 inch tablet through Best Buy for 199 dollars. I got the Shield a week ago and WOW!! What a difference in graphic gaming quality. This thing is just as good as an Xbox1 or ps4. The Nvidia Shield tablet is simply unbelievable for the price of 199 considering the Apple or Samsung tablets that are as fast as this tablet are at least twice the cost. Plus this dubbles as a gaming console for xbox or pc games with 4k out to you tv. The Amazon tablet is also a great tablet for normal usage but if your a gamer like me the Nvidia tablet is the tablet of choice hands down period!! I don't know why bbuy kind of hides the Nvidia tab only on their website and doesn't sell it in the store. If they displayed it in the store. This would outsell the Apple or Samsung tablets. I hope this helps thanks.
5,I find this fire much lighter and very easy to use
4,"I use this primarily as a reader; however, it has a smaller number of unread books that are not in the familiar ""carousel"" as in other Kindle readers. As a tablet it is faster, brighter and more clear than other tablets that I have used for internet purposes. I would recommend this product to anyone who uses a tablet or a reader."
5,Does great on browsing and doing research easy to use and love the features especially the private browsing a great price as well
5,Great little tablet for a great price. I keep it at work for listening to music or some lunchtime reading.
4,Wanted to travel without my laptop. Found the Fire to be perfect. Used it mainly for checking email and keeping up with Facebook posts of friends. Found the size of screen to be easy to read. Typing a tad uncomfortable until one has some experience using it. Have yet to use as an ereader.
5,great tablet to replace kindle. Love the features.
5,This is a great tablet for my teen. She loves it and the price can't be beat!
4,"This is a great tablet. It has amazing storage. I use mine daily. Great for reading, surfing the web and games. The one small thing I don't like is Amazon prime shows are a bit dark for some reason. Hulu and Netflix work wonderful."
5,The kindle is great to read on. I also like that you can play some games.
5,I love the amazon tablet very much and love to use
4,its good performance and highly recommended to amazon users
5,"I bought this for my wife to replace her 7"" fire that was having a hard time holding a charge anymore. She is thrilled! It was easy for her to transfer all of her books and apps from her old fire to this. She mainly uses this for books , email and some games so this is the perfect tablet for her. better graphics and quicker with the 16gb storage"
4,"If you don't want or need something cheaper than an iPad but of quality, this is a great happy medium.The processor makes for a fluid ride with it. It's speedy. The Android Store gives you good app options and the Amazon ecosphere is everywhere here.The software is a touch buggy but it's still a great deal of a tablet.For a child, for something you want to use casually on a dime, it's recommended."
5,Easy to read. Light in weight. Has many good features.
5,"I read about this new 8"" Amazon tablet in the New York Times. My Google Nexus 7, 4 years old, was getting slower and slower, and I needed to upgrade - for as little money as possible.This Amazon Fire 8"" is an excellent value for the money(only $89!) - very fast, great screen resolution, and easy to use. I was skeptical of the Silk browser, which I'd never heard of, but it works fine. There is no ""page forward"" arrow, which is odd, only backwards, but I can live with that.It has exceeded my expectations and I'm very happy with it. I'm not in the Amazon ecosystem, this is my first foray, and it's a good one! Congrats to Amazon for making an affordable, great quality tablet!Also, the purchasing experience at Best Buy was easy and convenient, as always!"
5,"The new Fire HD 8 is an improvement over the Fire HD 7"". It is faster and the larger screen makes reading books much easier. I do wish the screen was easier to read when outside or in the car. Too much glare in those places."
5,Love it! I'm not computer savy but was able to figure out most things without any help.
5,Mother needed something since her tablet had died. Was lot easier for her to learn than her old table. She does lots more with Kindle than she did with tablet
4,Light to carry and good picture quality. This was purchased for a hearing impaired person to download video in American Sign Language . This product was easy to maneuver for someone that was not use to a tablet.
4,I love this tablet. I purchased them for gift and am so glad I did!
5,"The new Fire HD 8 tablet is a nice upgrade over the previous version. Storage doubled to 16 GB and the RAM increased by 50% to 1.5 GB. This makes the tablet faster and more responsive. With the improved battery life and much lower price, this is a great general purpose tablet."
5,I purchased it for my dad (70)He needed something easy to use. He really enjoys it.
5,"It a great product..,. The quality is awesome the pictures is good and clear..."
5,i have had not issues with my purchase. i found a great cover for it on line on amazon and use it every night. thank you for your service.
5,"This has a great picture, good size, lots of storage and a camera. Would recommend"
5,I went from the 7 inch Kindle to the 8 and it really made a difference. Easier to read and clearer than my old one.
5,"I love this Tablet. It's easy to use, a great price & lightweight."
5,"This is my second Kindle Fire HD. I was satisfied with the first one, but now I'm really enjoying the larger screen. My biggest need is to preserve the progress I've made in various games without having to replay them, but at least I have access to all my books, movies and games. Love the Kindle!"
5,"Love the product. I use it every day for Web,Games and reading."
5,"I bought this to replace my wife's (1st generation) Kindle Fire. She likes it even better than the old one, especially the pinsharp screen."
5,"Great Kindle fire, works great for reading, playing games, etc. Highly recommend to everyone."
4,"Very pleased with this device. Great price, easy to use, and light weight."
5,Nice upgrade from my old kindle. I like it very much.
5,"For the price this is perfect. I read books, search the web, watch Netflix. It's not an iPad but for the price it is amazing!"
5,Ä°t is cheap tablet option coming from amazon. Latest model will satisfy your needs
4,"Very descent for a non-IPAD. Good speakers. Great price. The screen is a little dark. Great buy if you have Amazon Prime since you can download stuff and watch it offline (great for trips, etc...). Overall great cheap IPAD or even as a back-up tablet. Terrific battery life too."
5,"This thing looks nice, runs nice and feels nice and for the price I don't think you can find a better tablet."
4,"Got this for my 9 year old after her ipad crashed and burned. She does not like androids at all but I couldn't afford a expensive tablet for her. So we took a chance with this one. She is pleased and I'm pleased it seems so sturdy , not cheap quality at all. Going to get our youngest child one now. Very pleased."
5,"The quality of display is better than expected for the price. (Keep in mind that this is not an iPad!). Apps from amazon are well integrated and the functionality is fully enjoyable without limitation. Very satisfied with the product. This review is for Fire HD 8, 16 GB."
4,I like it but I had a hard time figuring things out.Do I get to talk to geek squad free? Can I come down to the store and get someone to help me with my questions.Will there be a fee for that service?
5,"Beautiful HD resolution on this tablet. Love the 8"" size, not too big nor too small."
5,"This is an awesome tablet, fast, great display and has all the apps I need for personal entertainment If you look for a great tablet for entertainment this is the best you can have, if you want a tablet for working applications this is not the one so be aware and buy this tablet if you want tons of entertainment. also it have a larger processor and internal memory and the external memory to keep all your photos is unbelievable I strongly recommend it, again, not for work but for entertainment."
5,"I bought 2, 1 for each kid. Easy to set up and figure iut. I went with the staff member's recommendation and I am so glad I did. I love the internet safety organ on it through Amazon. $2.50 a month per kid for unlimited age related and child safe Internet access and movies, books, games and apps and I can set the time it shuts off and a minimum time for them to read each day. Love love love."
4,"Good tablet, great price, easy to use, pick up simple"
5,Very happy with my kindle. Would buy it for my kids
4,"I am a power user; there's no other way of putting it. I work in IT and I research the heck out of products before I buy. I had an iPad Mini 2 that was just not up to snuff with iOS 10 so I sold it and bought (and eventually returned) the 2016 Fire HD 8. First let me say it's a great tablet for the price and for probably 50-60% of tablet users who surf the web and watch Netflix. It also helps if you are a heavy Amazon content user. For me, I was spoiled by the retina display on the iPad. The 720p display is alright, but you can see the pixels. 189ppi is pretty low by today's standards. The other big thing for me was the lack of a laminated display. It's glare city on this thing. Display nitpicks aside, it punches above its price point. If you don't play really heavy games (which it even plays Titan Quest surprisingly well!) and you don't mind not having an absolutely beautiful screen I think it runs and works fine. It just wasn't for me. I bit the bullet and went with a 128GB iPad Air 2 as its on special at BB for super cheap right now."
1,This is not a bad product. Amazon offers greats products but this tablet was missing features even for a basic tablet. The lack of google chrome compatibility made this tablet not right for me.
5,"So I got my Fire HD 8 originally for ebooks since e-copies are much cheaper. Very easy to use, especially if you are not tech friendly. So glad I got this."
3,"This was a good tablet. I bought it for my Gf who basically only wanted it for Netflix and YouTube. The display was good, not great. The issue we had was that it kept dropping the wifi connection. This could have been a defect in this one tablet but we returned it and got another one."
5,"Bought the Kindle for my daughter. It's the 4th we have bought over the years, one for each child. Great product"
4,"GREAT value for the cost - not as fast as a high end tablet, but certainly faster than I was expecting. Clear viewing and easy navigation"
5,"Husband loves the 8"" tablet. The screen is big enough to view what he is reading"
5,For first tablet I am pleased. An amazon name is good value.
4,Excellent price point for my basic requirements. It has all the features I need for comfortable reading of online novels and articles.
5,This is a good product for the price. Many more things can be done with this fire 8 than we dreamed about.
5,Easy access to my Amazon account. Easy to set up and use.
5,"This item has a very nice readout, and is well built as far as I can tell. The overall size is very suitable, and the price was reasonable. I get great service at Best Buy every time I shop there."
5,Does everything I needed and moreI use it as a travel companion and the size is great.
5,Its so perfect for my niece & she loves it. Going to get another one for my son.
5,the performance is so much faster than my old one and the graphics are much better too.
5,Love my kindle it does everything I wanted I to do.
5,"I wanted a tablet that was easy to use that I could access my email, internet and stream shows/movies! It's perfect!"
5,As expected. I am very happy with this. This serves the purpose
5,Handy to use and size is good. It's light weight and that's important.
5,I got this for my husband birthday and he loves it
5,This kindle is great. Battery lasts much longer than old kindle.
5,"Where do I begin...good clarity, I love the size and storage capacity! Very affordable, love watching Netflix on it. I do wish I could have gotten the purple, got the color black, but overall I'm very happy with my purchase."
5,"I didn't think to much of it at first glad at the store, I decided to purchase it. IT WAS THE BEST DECISION EVER MADE"
4,I bought the Fire HD 8 & CaseI use it mostly for class..works very good..would be better if it had BlueTooth.
4,We have several kindles and this is the latest version. Its packed with Amazon marketing stuff which is fine if you use them but most just take up space for us. This new version comes with 16gb but allows you to expand the memory with an sd card which is great. One problem if you have a few other kindles is that they are linked to your account so if they are for different family members/kids they may end up with the same stuff on them. My kids mainly use them for game apps and YouTube videos which am seem to work great. The sound is good and the hd video is nice. Overall happy with it and the price was good for this type of tablet.
5,I went into Best But to buy another reader but ended up buying a Fire 8; good value and has the things I need in a reader.
5,Got the tablet for my grandson he's happy with it and use it as we speak
1,We bought this earlier on line from another vendor and it was never delivered. Best Buy was great.
5,Great buy. Bought it for my 10 year old niece. She loves it.
2,"I have always gone to buy a kindle because I like the books and th games available. But I found them very unpredictable and unreliable. The color burns futon screen, then the screens starts jumping. As a result I have purchased 8 over the years. Not sure if Want to go through that for the 9th time!"
4,"It's good, saves using up data usage on computer. I use it to keep up to date with the news."
5,"The Kindle Fire HD has a larger screen (8"" vs. 7"") and images are crisper with more vibrant colors."
5,Just lock the card out and let the kids go crazy!!
5,This is an awesome tablet perfectly for watch tv for my little nephew
4,My kids enjoy reading books and playing games on the fire tablet.
5,I'm so glad i brought this because it is very handy and easy to use too. Everything about it is good and I really like it.
4,"At the price it is almost an impulse buy. I wanted a tablet for an upcoming trip to watch some movies, read, etc and this was at a price point that made the decision really easy. If you are used to an iPad, the Fire HD is a little disappointing but it costs considerably less. It fit my needs but I felt some slugginess and several instances of needing to reboot to get certain apps to work correct. If you go in with the understanding this isn't an iPad replacement this should fit the bills for you. Let's just say, after my trip I purchased an iPad Pro and this item will likely be handed off to one of my children. If you have Amazon Prime, you do get some nice perks that make this a really nice item."
4,Easy to follow directions allowed her to set it up with me watching over her shoulder.
5,I purchased this tablet for my Autistic child. He loves it!!
5,I've enjoyed using my Fire HD8 tablet to play games.
5,"Beautiful screen, vibrant color, fast and best quality for the money."
5,I use it for downloading and reading books. It is the perfect size for this purpose. It is also very light.
4,Bought for wife who is not into the techie word. She likes it - suggest buying a protective screen and padded case for it.
2,My wife wanted an iPad. I bought her this because it was cheaper and good for reading and playing games. She uses iOS products so it's not compatible. She hardly ever uses it. Next time I'll get what she wants and not waste my money.
5,Much better screen resolution than my 7 inch fire.
5,"I bought this tablet for my Mom and she loves it. I used it myself and it's very easy to use and works nicely with Amazon Prime, etc. definitely would recommend especially for the price."
4,I enjoy using the tablet. I use it when I am biking.
5,This really a nice tablet.It runs great and it's thin and easy to hold.
5,This tablet is quick and as good as my iPad! I use the tablet specifically for one aspect of my life and it performs great! I am pleasantly surprised by its performance!
5,I have a 4 year old boy and 6 year old girl and 12 year old boy no cracks or broken yet yes they have dropped them no case but no cracks yet pretty amazing when they drop it on hard wood floors and still not broke!!
5,Wow I've had quite a few different kindles over the years and I've loved all of them. But this kindle fire hd 8 is by far my favorite. So glad my husband bought it for me the best purchase ever.
5,"Upgraded from a standard Fire tablet. Better screen, a bit faster than standard Fire."
5,In my opinion this the absolute best value on a tablet out there. No way to go wrong at this price
5,the new sound and the faster speed plus other improvments are great
5,"I am very happy with this Amazon tablet. I purchased it for business purposes, as well as recreational, and it works great for both. I did get an SD card for more memory. Also, if I would have bought directly from Amazon, there would've been a 1 month wait. However, I was able to order from Best Buy online, and pick it up that very day!!!"
5,Its perfect to see my tv series when i don't have my tv around. It has a very good resolution quality.
5,"I bought the 8"" to replace my old 7"". I love the bigger screen"
1,Freeze frequently... No way to trouble shoot or repair it...
5,I got myself 1 of these tablets and so far I love the way it works You can enlarge the print and change the lighting to make it easier to read. The only thing with it is you must have an Amazon account to use it.
5,This kindle rocks! Tons of storage at an awesome price.
5,bought it as a gift for my mother and she loves it
5,I love the fire....it works great and the navigation through the Fire is user friendly too. I think the 8 is the better buy for your money.
5,"BY FAR THE BEST TABLET IVE EVER OWNED, EASY AND QUICK SET UP"
5,This tablet is very good especially considering the price. also has memory slot to increase storage.
5,I bought this tablet over the holidays when it was on sale. It has been a great tablet. The battery life is great on these new models. Also playing games everything moves smoothly since it has more ram. The durability of the tablet is great. This thing won't break if you drop it. The only thing I don't like is the fire os. You can't get everything you can get on the google store so not all apps are available.
5,I have had a few kindle's in the past so this was nothing new for me but what I loved about this one is that the screen is big so when I am reading a book it's a lot easier than when I had the first kindle screen. I mostly use it just for the reading but being able to navigate the internet on it is great for when I want to look something up about the book real quick or if you want to search reviews on a book before purchasing. I love it!
4,Purchase this tablet during the Christmas sale. This tablet is a good tablet for a beginner. Easy to use and shows movies and videos very well.
5,Great tablet for on the go. Good size screen to watch movies or read book.
5,"Light, portable and great features. Highly recommended."
4,"For the price and features offered on the tablet, I wouldn't purchase any other tablet. I enjoy using it and overall find it fairly easy to navigate. Easy internet browser with ""Silk"" and convenient access to all the applications I am interested in."
5,Bought it for a friend he likes it.would recommend it.
5,This tablet was everything I was looking for: a cheap tablet that could download Netflix shows for offline viewing
5,"Unlike my first Kindle, this tablet gives me all kinds of information, advertisements and offers when I first turn it on. I could live without that, but overall, I am pleased with this new tablet. It does many things I haven't taken the time to explore, but hope to soon."
4,"This is a great tablet for the price. Would give it 5 stars if it had included some sort of instruction manual. Otherwise, definitely recommend."
5,This is a great tablet with great features. I love my kindle.
5,Can't beat the price on this tablet! Great for streaming or casual games.
4,Great for reading and Netflix. Fits nice in purse. Good price.
5,Good value at a very affordable price. Can't beat it.
4,Works great prety fast operating system dosent heat up
5,We love this so much in our home. We bought a super tough case and let our two and six year old use it. They love watching their movies on it and playing different apps. It is a really good value!
5,"Great tablet! Brought this for my wife and she loves reading off of it! Great price, easy to use! Great purchase!"
5,"Very fast, very functional. Love the e-reader function. Movies, music and internet work great. LOVE IT!"
5,"I received this as a gift from my husband. It's great for reading, gaming and watching Netflix."
4,"I exchanged a highly unsatisfactory Insignia unit for the Fire. I was looking for a 10 inch screen, but went to the smaller size for performance. I have no complaints with the Amazon product, other than the ubiquitous advertising."
5,My daughter loves her tablet. I had to make sure I brought a case because it is very thin. No problems and I can see everything she downloads
5,"Have a fire 7 and wanted a bigger screen, love the new one."
5,Perfect for our needs and an on the go mini computer and ereader.
3,"This tablet is great for books, audible books, music and all things Amazon. The included browser (Silk) is not the best. I purchased expanded memory (64GB SD card) for about $30 more and a cover for about $20. The biggest issue I have with this unit is that it is slow (when compared to an iPad) and it tends to freeze every so often. For about 2.5x more money, consider an iPad instead."
4,Great tablet use it for reading and email. Great price!
4,Nice little tablet. Functional and easy to use.Fits the needs that I need to use it for.
4,Awesome.and repeat 50 times. That should do it. Blah.
5,"I initially bought the tablet for school, I use Kindle to rent books but after using it to stream Xfinity, Netflix, and Amazon Prime I loved the sound and picture quality. I would recommend this to anyone needing a good low cost tablet with great battery life."
5,We have had no issues with this tablet. Love it!TY
4,For the price it's a bargain. This is a perfect solution for a reader and simple browsing. I use this at night before bed.
5,My first tablet experience and it's awesome. I love being able to stream movies and have numerous apps at my fingertips.
4,Bought this for my wife and she loves it! This was our third kindle over a period of many years'Can't go wrong for the price.
5,Love this tablet. Power lasts long. Short charge time. HD screen is really clear. Only con is that there are some apps not available like Google play. Very satified. Have a 128gb card in mine . Plenty of space for downloads. The camera has no flash and is not the best but I didnt buy this tablet for that. High recommend the HD tablet 8gb amazon fire. You want go wrong.
5,This tablet does all the things I really need. I have it some thought before buying I don use most of the features a more expensive computer/tablet has. Have been very happy with my purchase.
5,Got this for my wife's birthday. She had an older model and wanted an upgrade. She seems very happy with it and uses it every day
5,Very user friendly...long lasting battery....very clear display
3,"Worse graphics, won't keep a wireless connection,overall not satisfied"
5,Easy to transfer my stuff from my old Kindle into this new one. Love the price and how easy it is to use. Great buy.
5,"This is my first kindle. It works great for my use. Mostly reading, email, and Amazon shopping."
5,"Amazon Fire HD8 is one of the best deal at 89$. Strong, efficient, low price and some Amazon features that I love. Youtube videos of how to get googleplay and android apps have made things lot more easier. And now, microsoft office is available online for free that I can access and edit my documents. What else do I need? Amazon is more respectable brand name than other low price brands or used/old models of high price brands. Definitely recommend it."
5,I held off getting a tablet and wish I had done it sooner. The Amazon Fire 8 is great and easy to use
4,"i have been looking at tablets for a long time, most of them a little expensive for what i would use it for. This tablet lets me read, email, searches and the best part I can buy books through amazon and not have to carry heavy books with me when i travel"
4,"Not the highest quality of tablet out there, but for the price you almost can't beat it, especially if you are an Amazon Prime member."
4,I liked the screen size and easy to read books at night. The battery has a long life. The outer rcase could be stronger because concerned about durability.
5,Works great for everything we want our daughter to do
5,"it's wonderful. I love it. It's easy to watch movies, play games and read books."
5,love it just like my other one just better!!! since I already own a kindle I knew this was what I wanted. Just needed a second one and a little bigger. Always loved the service and help I get at BB so I knew I would purchase it there!! Found salesman to be knowledgeable and most helpful. Thanks so much for your help and service
4,New Kindle replaced my old Kindle that had a lot of books. To my surprise the book transfer worked well. Seems to work surfing the net. Music sound is only okay.
4,Great little device that does almost everything a Tablet does. I use it as my computer when I travel as well as a reader.
4,Has meet all my needs plus some. Recommend you buy a good stylus pen at the same time.
5,It fits just right in your hand. Light weight. Love it
5,I extremely happy with my purchase. I like that the screen is just a little bigger and much faster.
5,"Good picture, works well, great variety of apps. keep in mind that you get apps from amazon, not google play, so they aren't always the same or same price"
5,"This replaced my old Kindle Fire. I have not yet explored all of the features but, so far, it is performing very well. Tablet is a good size and weight, and easy to use."
5,This tablet has been the best one for the price we have purchased 3 other tabs for our kids and they have all broke and ran super slow they love them would definitely recommend this to anyone who wants to save a buck but want quality
5,I would recommend this product it is a good tablet to use have had no problems.
4,"Kids love it, under $100 so the price is great. Don't have to worry about it getting mishandled as much. Still can't get them off the ipad though."
1,"I went with this tablet based on many good customer reviews, but my experience was not a good one. From the start I was on the phone every day for at least an hour with Amazon tech support for one issue or another. Most of the techs were very polite, but not all knew the product very well. At one point I asked one of them about trying to save some RAM and they kept referring me to the storage, which told me they didn't even know the difference between RAM and regular storage. The internet browser was basic and it ran very slow at times, even when all my other wifi devices ran great. Then a day would pass and I'd be trying to type an email and the keyboard would just stop working...wtf??? Come to find out it's a ""known issue"" and ""they're working on it"". After two weeks of one thing after another I got fed up and just returned it. I wanted it to work, and gave it a good run, but just not quality stuff. To me it was like Walmart trying to build their own computer when they're obviously not a computer manufacturer, neither is Amazon. If I were you I'd look at a regular Android tablet from a reputable PC manufacturer, which is exactly what I did next. I got an ASUS tablet for only a few dollars more, and it's unbelievable. 1000% better in comparison to the Amazon Fire HD8. Save yourself the aggravation and go with ASUS or some other company that is specifically in the computer business full time. Sorry Amazon, not this time!"
3,"Not very fancy, but not slow. If you have Amazon Prime, you have a access to a great library of TV shows and Movies for free. Same goes for free book rentals. The Amazon App store is not so great, lots of apps are outdated but still work. Just not the latest versions you would expect. But the Amazon Underground appstore does offer free access to games you would normally pay for. It's decent for it's price and a good deal if you don't want anything fancy."
5,I love my Kindle fire. Had a Kindle and it disappeared. Enjoy not having to go to library for books. I get a great selection of books every day.
4,Light weight and easy to use. Very user-friendly. Durable.
5,For the price the tablet can not be beat. I use this over my ipads that i have. There is nothing i cant do with this tablet
5,I recently upgraded to this tablet; it is everything I wanted. Highly recommend!
4,It was a good buy and tried this for a day. It was fast and experience was good.
4,"I purchased this tablet knowing exactly what my needs were and how well the Kindle could meet them. Despite the ""walled garden"" philosophy that tethers you mostly to Amazon products and services, the ability (as of right now) to side-load the Google Play Store makes this a surprisingly versatile device for the price point."
5,This is a great tablet for the price! I bought it to replace my iPad mini. Great for ereading and general browsing.
5,"This replaced a Kindle 7 HDX with 32GB of ram. The older tablet had a charging port that wasn't functioning anymore. Had the Geek Squad warranty so they issued a full credit for the old tablet and my son chose the HD8 as his new tablet. Other than the screen resolution being lower and less memory, great tablet. My son didn't care about the resolution and the new Kindles let you pop in an SD card for more storage. Popped in a 64GB SD card and he's a happy camper now.. ;)"
5,"I purchased this as a gift but have had extensive time with it. It's a great budget tablet, phenomenal screen and a very smooth interface. Handles all apps and HD content well."
5,This was a birthday gift to my husband. He really likes it and it does what he needs it to do
5,"I ""retired"" an earlier version and this new souped up model more than meets my needs, and the battery lasts so much longer!!"
5,I have a kindle and wanted more options. I love the bigger screen. I find it easy to read. It can have some reflection under lights but not much.
4,"This tablet is easy to set up, has great resolution, and is perfect for reading books or surfing. The price is affordable, too. It is perfect for anyone who wants a fun and casual way to use technology."
4,"This was bought to replace my old Kindle with keypad, and experimental internet. Was surprised how much the Kindle had changed, and at the same price as my old one was when I bought it!Have already shown it to a couple of friends who now say they are thinking about getting one."
4,Really enjoying my new tablet. I like to travel and me and my family use it to play game and watch movies. Just the right size to.
5,Liked this Kindle upgrade. The color screen and backlights allowed for easy night use
4,"I enjoy the new kindle, only things I would like to change is the way screen darkens and lightens while reading. Not sure how to stop that. Occurs consistently. Also, would like to stop the ads seen each and every time kindle is turned on to start reading again. That is bothersome. Otherwise, am happy with the kindle."
4,I purchased the 8 inch device. Also purchased black cover.I played for it and asked if I could get it set up and was told it would be 40 more dollars. I did not have 40 more dollars so I left the store with my kindle and had someone else set it up for free. I was disappointed I had to get someone else to set up my kindle.
5,My previous Kindle was dying and I wanted a new replacement fast. I went to Amazon and while they had one it was back ordered a month. Expecting to pay more I went to Best Buy and not only found it for the same price but even better it was available at my local store and I could pick it up the same day!
4,I got this for my son to play games on soI could get my iPad back. Personally I think it's a great little tablet for kids and or for reading. Other then that it's not a high powered game playing tablet or anything to keep lots of storage on. But it works for what it's intended for andI have no problems.
5,Easy to use You cant beat it for the price you pay
5,This Kindle is larger than my old one and book reading is much easier. Some features I don't use so can't comment on them. All in all I love it.The only drawback was that the store had no covers that fit this Kindle.
2,"We purchased this as a replacement for our now-broken iPad. Though we liked the smaller size (more convenient, easier to carry, etc), the internet was sooooooo slowwwwww that it drove us crazy. Sometimes minutes to download a site (and this with no other apps open!1). Plan to go back to another iPad."
5,Tablet is great and easy to use thankfully because its my 1st tablet
